Day,Month,Year,Hour,PT08.S1(CO),PT08.S2(NMHC),PT08.S3(NOx),NO2(GT),PT08.S4(NO2),PT08.S5(O3),T,RH,AH
8,11,2004,13,1056.0,802.0,824.0,47.0,1620.0,670.0,38.0,30.7,2.0022
8,11,2004,14,995.0,769.0,882.0,46.0,1576.0,615.0,36.6,30.8,1.8617
8,11,2004,15,967.0,740.0,926.0,50.0,1526.0,557.0,38.8,25.4,1.7282
8,11,2004,16,1048.0,839.0,845.0,65.0,1607.0,700.0,38.7,25.8,1.7426
8,11,2004,17,1092.0,901.0,777.0,69.0,1691.0,734.0,37.4,29.9,1.8848
8,11,2004,18,1056.0,883.0,799.0,63.0,1672.0,684.0,36.2,31.1,1.8371
8,11,2004,19,1100.0,982.0,720.0,69.0,1760.0,823.0,33.8,34.5,1.7788
8,11,2004,20,1057.0,890.0,778.0,57.0,1701.0,801.0,31.4,40.7,1.8377
8,11,2004,21,1068.0,917.0,736.0,59.0,1728.0,916.0,30.8,45.0,1.9733
8,11,2004,22,1050.0,887.0,770.0,54.0,1696.0,820.0,29.4,50.0,2.0181
8,11,2004,23,1074.0,884.0,764.0,57.0,1726.0,838.0,28.1,54.1,2.029
8,12,2004,0,1053.0,895.0,745.0,46.0,1727.0,882.0,27.3,57.8,2.0646
8,12,2004,1,1003.0,825.0,794.0,65.0,1716.0,801.0,26.7,60.6,2.0942
8,12,2004,2,933.0,701.0,906.0,62.0,1638.0,690.0,25.9,64.5,2.1247
8,12,2004,4,864.0,617.0,1027.0,25.0,1561.0,622.0,26.7,61.0,2.101
8,12,2004,5,931.0,721.0,888.0,37.0,1651.0,799.0,25.8,64.6,2.1195
8,12,2004,6,921.0,738.0,893.0,41.0,1623.0,818.0,26.5,60.6,2.063
8,12,2004,7,1139.0,1013.0,672.0,60.0,1932.0,1034.0,26.4,61.7,2.0929
8,12,2004,8,1205.0,1118.0,585.0,65.0,2019.0,1189.0,27.5,60.1,2.1719
8,12,2004,9,1126.0,957.0,694.0,71.0,1841.0,1034.0,29.4,53.1,2.1362
8,12,2004,10,1066.0,855.0,803.0,61.0,1712.0,929.0,33.4,39.9,2.0177
8,12,2004,11,1069.0,867.0,785.0,65.0,1717.0,880.0,33.2,39.2,1.9642
8,12,2004,12,975.0,788.0,851.0,54.0,1629.0,701.0,34.5,35.1,1.8856
8,12,2004,13,955.0,766.0,898.0,58.0,1597.0,620.0,37.1,30.5,1.8962
8,12,2004,14,949.0,764.0,898.0,56.0,1579.0,573.0,35.9,32.1,1.8697
8,12,2004,15,941.0,792.0,897.0,60.0,1582.0,544.0,37.3,28.0,1.7537
8,12,2004,16,942.0,800.0,877.0,69.0,1567.0,581.0,38.1,26.3,1.7252
8,12,2004,17,974.0,855.0,836.0,67.0,1607.0,610.0,37.1,27.2,1.6844
8,12,2004,18,1012.0,904.0,794.0,79.0,1653.0,695.0,35.2,31.2,1.7485
8,12,2004,19,1017.0,929.0,772.0,86.0,1702.0,709.0,32.1,38.7,1.819
8,12,2004,20,1006.0,896.0,797.0,79.0,1697.0,736.0,30.3,45.1,1.9129
8,12,2004,21,1008.0,878.0,792.0,67.0,1691.0,722.0,29.3,50.2,2.0127
8,12,2004,22,989.0,814.0,845.0,65.0,1657.0,680.0,28.6,53.7,2.0691
8,12,2004,23,1080.0,920.0,739.0,67.0,1761.0,772.0,27.8,57.4,2.1107
8,13,2004,0,1033.0,856.0,774.0,62.0,1736.0,769.0,27.4,59.4,2.1395
8,13,2004,1,968.0,794.0,836.0,48.0,1688.0,654.0,27.2,59.3,2.1059
8,13,2004,2,853.0,626.0,1045.0,33.0,1557.0,516.0,26.7,61.0,2.1005
8,13,2004,4,817.0,558.0,1232.0,11.0,1485.0,452.0,25.4,63.1,2.0184
8,13,2004,5,840.0,586.0,1154.0,34.0,1499.0,492.0,26.1,60.3,2.012
8,13,2004,6,940.0,709.0,956.0,52.0,1641.0,588.0,25.2,67.1,2.1164
8,13,2004,7,1076.0,924.0,720.0,80.0,1806.0,909.0,26.0,61.9,2.0511
8,13,2004,8,1086.0,981.0,688.0,86.0,1818.0,1007.0,27.0,57.5,2.0183
8,13,2004,9,1031.0,929.0,759.0,77.0,1722.0,809.0,30.5,44.4,1.9076
8,13,2004,10,1016.0,896.0,766.0,93.0,1704.0,820.0,33.4,35.1,1.781
8,13,2004,11,953.0,801.0,868.0,109.0,1573.0,657.0,35.7,29.0,1.6716
8,13,2004,12,918.0,779.0,896.0,89.0,1537.0,551.0,35.8,27.7,1.6041
8,13,2004,13,892.0,724.0,971.0,71.0,1490.0,511.0,36.3,27.4,1.6264
8,13,2004,14,841.0,673.0,1061.0,56.0,1394.0,451.0,33.6,28.8,1.4695
8,13,2004,15,799.0,709.0,1078.0,68.0,1332.0,462.0,35.2,20.5,1.1418
8,13,2004,16,838.0,726.0,1056.0,61.0,1382.0,440.0,35.0,22.4,1.2371
8,13,2004,17,870.0,745.0,998.0,70.0,1400.0,472.0,34.0,25.2,1.314
8,13,2004,18,892.0,771.0,965.0,76.0,1465.0,494.0,32.0,28.2,1.3204
8,13,2004,19,926.0,805.0,901.0,78.0,1511.0,524.0,29.4,34.4,1.3899
8,13,2004,20,919.0,796.0,870.0,80.0,1538.0,560.0,28.1,41.1,1.535
8,13,2004,21,932.0,746.0,912.0,71.0,1528.0,534.0,26.9,47.5,1.6595
8,13,2004,22,957.0,767.0,867.0,74.0,1534.0,577.0,26.6,50.4,1.724
8,13,2004,23,994.0,806.0,830.0,90.0,1580.0,674.0,25.9,52.9,1.7478
8,14,2004,0,984.0,795.0,838.0,78.0,1570.0,676.0,25.4,54.6,1.7483
8,14,2004,1,919.0,737.0,899.0,63.0,1534.0,611.0,25.1,55.7,1.7471
8,14,2004,2,847.0,618.0,1075.0,42.0,1442.0,529.0,25.1,55.3,1.733
8,14,2004,4,795.0,569.0,1178.0,27.0,1426.0,497.0,25.2,55.0,1.7405
8,14,2004,5,809.0,578.0,1170.0,29.0,1445.0,513.0,25.6,53.5,1.7291
8,14,2004,6,835.0,626.0,1088.0,41.0,1471.0,563.0,24.7,55.9,1.7114
8,14,2004,7,967.0,826.0,821.0,61.0,1639.0,822.0,24.0,57.2,1.6835
8,14,2004,8,969.0,849.0,800.0,68.0,1626.0,890.0,25.0,53.2,1.663
8,14,2004,9,913.0,749.0,911.0,58.0,1535.0,742.0,28.0,43.4,1.6162
8,14,2004,10,933.0,748.0,948.0,52.0,1551.0,629.0,31.6,35.5,1.6269
8,14,2004,11,922.0,712.0,924.0,57.0,1494.0,609.0,35.0,29.0,1.6017
8,14,2004,12,914.0,726.0,959.0,51.0,1496.0,534.0,35.3,27.6,1.5512
8,14,2004,13,873.0,699.0,999.0,53.0,1413.0,528.0,36.2,24.1,1.4235
8,14,2004,14,831.0,676.0,1041.0,49.0,1350.0,463.0,34.8,24.5,1.3373
8,14,2004,15,840.0,685.0,1051.0,44.0,1339.0,462.0,38.2,19.6,1.2915
8,14,2004,16,874.0,686.0,1032.0,48.0,1402.0,501.0,38.9,20.3,1.382
8,14,2004,17,896.0,687.0,1006.0,46.0,1438.0,493.0,36.9,27.1,1.6683
8,14,2004,18,964.0,769.0,873.0,56.0,1546.0,572.0,35.2,32.1,1.7898
8,14,2004,19,1001.0,838.0,801.0,73.0,1614.0,668.0,32.0,38.2,1.788
8,14,2004,20,1005.0,868.0,779.0,85.0,1633.0,771.0,29.8,41.8,1.7269
8,14,2004,21,979.0,818.0,797.0,72.0,1590.0,732.0,28.2,45.9,1.7272
8,14,2004,22,935.0,774.0,825.0,53.0,1562.0,687.0,27.1,48.2,1.7075
8,14,2004,23,939.0,758.0,858.0,47.0,1544.0,664.0,26.7,49.5,1.7048
8,15,2004,0,878.0,684.0,947.0,37.0,1475.0,588.0,26.1,50.8,1.6917
8,15,2004,1,848.0,650.0,989.0,34.0,1479.0,610.0,25.7,52.5,1.7077
8,15,2004,2,826.0,631.0,1028.0,33.0,1473.0,593.0,24.8,55.4,1.7054
8,15,2004,4,789.0,584.0,1107.0,27.0,1457.0,571.0,22.4,62.2,1.6648
8,15,2004,5,785.0,612.0,1054.0,27.0,1443.0,614.0,22.5,61.8,1.6654
8,15,2004,6,772.0,584.0,1149.0,27.0,1414.0,566.0,22.7,59.2,1.6139
8,15,2004,7,796.0,623.0,1064.0,28.0,1425.0,594.0,23.0,58.4,1.6223
8,15,2004,8,875.0,682.0,983.0,36.0,1457.0,611.0,23.9,56.3,1.6489
8,15,2004,9,955.0,811.0,841.0,59.0,1562.0,759.0,26.3,50.1,1.6889
8,15,2004,10,938.0,778.0,896.0,56.0,1520.0,700.0,32.1,34.0,1.6039
8,15,2004,11,954.0,826.0,870.0,70.0,1531.0,691.0,35.8,25.7,1.4861
8,15,2004,12,875.0,753.0,978.0,36.0,1402.0,579.0,38.3,19.8,1.3067
8,15,2004,13,810.0,664.0,1123.0,17.0,1312.0,478.0,37.3,20.5,1.286
8,15,2004,14,746.0,624.0,1227.0,14.0,1209.0,410.0,36.3,18.4,1.0976
8,15,2004,15,738.0,610.0,1281.0,24.0,1204.0,404.0,36.8,16.9,1.0347
8,15,2004,16,771.0,652.0,1223.0,36.0,1239.0,440.0,37.9,15.9,1.0296
8,15,2004,17,799.0,658.0,1216.0,43.0,1254.0,461.0,36.7,17.1,1.0398
8,15,2004,18,831.0,679.0,1143.0,60.0,1291.0,526.0,33.8,21.9,1.1303
8,15,2004,19,885.0,743.0,1016.0,81.0,1379.0,647.0,32.6,24.6,1.1885
8,15,2004,20,883.0,731.0,988.0,87.0,1384.0,693.0,30.6,28.4,1.2247
8,15,2004,21,906.0,790.0,936.0,85.0,1430.0,729.0,29.4,30.5,1.2288
8,15,2004,22,982.0,906.0,784.0,91.0,1561.0,1002.0,28.4,34.4,1.314
8,15,2004,23,892.0,766.0,880.0,55.0,1399.0,797.0,28.3,34.1,1.2951
8,16,2004,0,841.0,711.0,956.0,42.0,1367.0,685.0,27.8,35.2,1.2968
8,16,2004,1,859.0,693.0,988.0,43.0,1377.0,710.0,25.3,39.7,1.2656
8,16,2004,2,810.0,657.0,1016.0,20.0,1337.0,629.0,24.5,41.5,1.2589
8,16,2004,4,749.0,543.0,1238.0,23.0,1244.0,462.0,23.3,41.9,1.1856
8,16,2004,5,766.0,616.0,1163.0,43.0,1306.0,530.0,21.5,45.6,1.1558
8,16,2004,6,865.0,783.0,893.0,68.0,1446.0,838.0,21.3,47.0,1.1793
8,16,2004,7,924.0,920.0,767.0,62.0,1534.0,946.0,22.2,45.0,1.1867
8,16,2004,8,973.0,1010.0,722.0,65.0,1616.0,1014.0,23.6,40.8,1.1746
8,16,2004,9,1028.0,1048.0,719.0,93.0,1624.0,1135.0,27.1,32.4,1.1462
8,16,2004,10,979.0,999.0,796.0,110.0,1515.0,1027.0,33.4,20.1,1.0142
8,16,2004,11,892.0,874.0,923.0,106.0,1369.0,749.0,35.3,17.0,0.9546
8,16,2004,12,892.0,869.0,953.0,77.0,1363.0,632.0,37.4,14.7,0.9295
8,16,2004,13,836.0,741.0,1065.0,60.0,1277.0,479.0,38.6,14.6,0.9821
8,16,2004,14,824.0,708.0,1091.0,67.0,1256.0,463.0,35.8,17.8,1.0274
8,16,2004,15,825.0,702.0,1077.0,57.0,1267.0,458.0,38.4,16.4,1.0957
8,16,2004,16,871.0,761.0,1015.0,60.0,1346.0,520.0,39.7,15.3,1.0963
8,16,2004,17,903.0,853.0,930.0,69.0,1420.0,606.0,38.8,15.8,1.0706
8,16,2004,18,944.0,857.0,880.0,77.0,1463.0,631.0,35.2,22.3,1.2467
8,16,2004,19,969.0,850.0,857.0,77.0,1503.0,695.0,31.7,28.2,1.2962
8,16,2004,20,1005.0,919.0,788.0,87.0,1543.0,871.0,30.4,30.9,1.3219
8,16,2004,21,972.0,898.0,807.0,88.0,1508.0,879.0,29.5,32.1,1.3005
8,16,2004,22,960.0,798.0,854.0,84.0,1459.0,780.0,28.0,34.9,1.2989
8,16,2004,23,946.0,767.0,870.0,65.0,1443.0,728.0,28.2,36.6,1.3722
8,17,2004,0,959.0,787.0,830.0,54.0,1460.0,821.0,26.5,40.7,1.3873
8,17,2004,1,877.0,658.0,964.0,37.0,1349.0,663.0,28.3,36.7,1.3878
8,17,2004,2,867.0,645.0,1001.0,36.0,1385.0,656.0,25.7,43.8,1.4233
8,17,2004,4,820.0,597.0,1069.0,29.0,1346.0,603.0,24.3,48.3,1.4449
8,17,2004,5,828.0,618.0,1039.0,25.0,1354.0,560.0,23.6,49.2,1.4153
8,17,2004,6,929.0,791.0,841.0,41.0,1493.0,789.0,22.2,53.9,1.4201
8,17,2004,7,1118.0,1079.0,638.0,68.0,1761.0,1145.0,22.5,52.3,1.41
8,17,2004,8,1155.0,1181.0,580.0,82.0,1850.0,1302.0,24.3,47.8,1.4321
8,17,2004,9,1112.0,1058.0,654.0,137.0,1695.0,1297.0,27.3,40.7,1.4548
8,17,2004,10,1094.0,979.0,717.0,119.0,1633.0,1192.0,33.3,28.2,1.4189
8,18,2004,16,1023.0,875.0,785.0,71.0,1590.0,711.0,36.4,27.1,1.6226
8,18,2004,17,1064.0,942.0,735.0,78.0,1650.0,801.0,36.8,26.2,1.5984
8,18,2004,18,1042.0,936.0,759.0,72.0,1630.0,770.0,36.4,26.8,1.6038
8,18,2004,19,1059.0,947.0,733.0,74.0,1671.0,813.0,33.3,32.8,1.6527
8,18,2004,20,1050.0,921.0,743.0,70.0,1683.0,851.0,31.3,39.5,1.7798
8,18,2004,21,1025.0,896.0,738.0,55.0,1693.0,823.0,29.9,44.7,1.8511
8,18,2004,22,1029.0,816.0,804.0,54.0,1624.0,778.0,29.1,48.4,1.9186
8,18,2004,23,1055.0,831.0,769.0,53.0,1686.0,827.0,28.0,52.9,1.964
8,19,2004,0,1001.0,799.0,800.0,46.0,1642.0,753.0,27.7,53.0,1.9423
8,19,2004,1,936.0,730.0,864.0,38.0,1551.0,726.0,27.7,52.6,1.9202
8,19,2004,2,863.0,608.0,1035.0,30.0,1465.0,597.0,28.3,49.5,1.8782
8,19,2004,4,841.0,578.0,1144.0,16.0,1464.0,463.0,27.7,52.5,1.923
8,19,2004,5,871.0,611.0,1077.0,12.0,1494.0,526.0,27.5,53.0,1.9097
8,19,2004,6,962.0,747.0,862.0,38.0,1605.0,712.0,27.1,54.4,1.9168
8,19,2004,7,1083.0,889.0,725.0,56.0,1734.0,918.0,27.6,52.1,1.8936
8,19,2004,8,1061.0,891.0,721.0,57.0,1697.0,894.0,29.0,48.5,1.9133
8,19,2004,9,1012.0,824.0,803.0,39.0,1612.0,710.0,31.0,42.9,1.8909
8,19,2004,10,1031.0,834.0,793.0,47.0,1640.0,737.0,32.5,39.4,1.8982
8,19,2004,11,1011.0,816.0,830.0,35.0,1614.0,680.0,36.9,30.9,1.8934
8,19,2004,12,1009.0,824.0,822.0,44.0,1606.0,670.0,36.2,30.6,1.8105
8,19,2004,13,980.0,793.0,858.0,43.0,1549.0,654.0,37.7,27.7,1.778
8,19,2004,14,961.0,803.0,852.0,34.0,1552.0,618.0,37.1,27.2,1.6874
8,19,2004,15,966.0,784.0,870.0,36.0,1530.0,652.0,39.5,24.3,1.7216
8,19,2004,16,1022.0,849.0,813.0,44.0,1583.0,732.0,39.9,23.8,1.7127
8,19,2004,17,1091.0,953.0,723.0,63.0,1688.0,853.0,39.6,24.3,1.7255
8,19,2004,18,1063.0,919.0,735.0,60.0,1676.0,821.0,37.2,29.1,1.8185
8,19,2004,19,1116.0,952.0,702.0,66.0,1759.0,895.0,33.9,37.1,1.9264
8,19,2004,20,1101.0,875.0,722.0,68.0,1748.0,927.0,31.6,43.6,1.9944
8,23,2004,11,937.0,908.0,822.0,83.0,1466.0,826.0,32.9,24.9,1.2269
8,23,2004,12,902.0,808.0,912.0,64.0,1408.0,632.0,34.4,23.5,1.2541
8,23,2004,13,860.0,748.0,955.0,50.0,1344.0,532.0,34.3,22.5,1.1974
8,23,2004,14,843.0,716.0,1005.0,53.0,1305.0,496.0,33.4,21.6,1.0927
8,23,2004,15,872.0,760.0,979.0,57.0,1314.0,513.0,36.1,18.4,1.0827
8,23,2004,16,857.0,775.0,979.0,55.0,1258.0,512.0,37.3,15.4,0.9692
8,23,2004,17,922.0,878.0,880.0,70.0,1363.0,615.0,36.8,16.2,0.9922
8,23,2004,18,951.0,875.0,856.0,68.0,1406.0,600.0,34.9,20.9,1.1463
8,23,2004,19,962.0,891.0,813.0,73.0,1442.0,634.0,30.8,26.5,1.1603
8,23,2004,20,957.0,926.0,758.0,92.0,1480.0,830.0,28.9,28.3,1.1078
8,23,2004,21,928.0,837.0,808.0,80.0,1410.0,871.0,27.0,30.7,1.079
8,23,2004,22,895.0,846.0,819.0,60.0,1371.0,787.0,26.6,30.6,1.0459
8,23,2004,23,902.0,797.0,845.0,49.0,1355.0,841.0,26.0,33.1,1.0955
8,24,2004,0,904.0,801.0,852.0,53.0,1400.0,862.0,24.1,37.9,1.1204
8,24,2004,1,919.0,799.0,844.0,50.0,1409.0,881.0,22.2,43.1,1.1396
8,24,2004,2,812.0,663.0,982.0,34.0,1265.0,709.0,22.8,41.3,1.1284
8,24,2004,4,762.0,563.0,1181.0,21.0,1208.0,492.0,21.7,42.6,1.0907
8,24,2004,5,786.0,642.0,1057.0,48.0,1270.0,592.0,20.2,47.1,1.1021
8,24,2004,6,868.0,798.0,866.0,71.0,1392.0,824.0,20.1,47.8,1.1093
8,24,2004,7,965.0,977.0,725.0,94.0,1515.0,1014.0,20.6,45.5,1.0925
8,24,2004,8,1049.0,1133.0,630.0,118.0,1662.0,1208.0,22.4,41.1,1.0979
8,24,2004,9,1008.0,973.0,714.0,105.0,1509.0,1178.0,25.0,36.6,1.143
8,24,2004,10,1008.0,1021.0,714.0,122.0,1549.0,1176.0,29.9,26.2,1.0891
8,24,2004,11,973.0,911.0,800.0,121.0,1441.0,891.0,32.9,21.8,1.0714
8,24,2004,12,964.0,959.0,787.0,115.0,1438.0,731.0,35.0,17.9,0.99
8,24,2004,13,923.0,862.0,875.0,107.0,1363.0,626.0,34.6,18.2,0.9832
8,24,2004,14,934.0,811.0,896.0,86.0,1343.0,553.0,33.8,22.8,1.1781
8,24,2004,15,1036.0,943.0,770.0,118.0,1509.0,770.0,36.3,19.5,1.1539
8,24,2004,16,1076.0,994.0,723.0,129.0,1549.0,938.0,38.3,17.9,1.181
8,24,2004,17,1055.0,927.0,757.0,90.0,1520.0,716.0,36.9,20.9,1.2864
8,24,2004,18,1081.0,938.0,728.0,87.0,1568.0,714.0,33.9,30.0,1.56
8,24,2004,19,1072.0,850.0,737.0,65.0,1604.0,702.0,29.8,43.4,1.7988
8,24,2004,20,1038.0,773.0,749.0,61.0,1568.0,687.0,27.5,50.4,1.8274
8,24,2004,21,1059.0,800.0,740.0,62.0,1604.0,739.0,27.5,50.4,1.8284
8,24,2004,22,1070.0,852.0,704.0,85.0,1639.0,867.0,28.1,48.0,1.7933
8,24,2004,23,1093.0,893.0,677.0,83.0,1678.0,927.0,26.9,49.6,1.7299
8,25,2004,0,1016.0,849.0,729.0,84.0,1609.0,872.0,26.0,48.0,1.5899
8,25,2004,1,988.0,825.0,756.0,71.0,1559.0,848.0,24.9,50.6,1.5747
8,25,2004,2,930.0,749.0,823.0,62.0,1464.0,777.0,23.7,53.2,1.5418
8,25,2004,4,884.0,686.0,908.0,40.0,1439.0,651.0,22.9,56.1,1.5492
8,25,2004,5,913.0,730.0,883.0,50.0,1493.0,774.0,23.3,55.5,1.5636
8,25,2004,6,994.0,829.0,784.0,78.0,1581.0,982.0,23.6,54.2,1.5583
8,25,2004,7,1173.0,1047.0,631.0,89.0,1815.0,1175.0,24.9,52.9,1.643
8,25,2004,8,1314.0,1325.0,499.0,106.0,2143.0,1390.0,26.4,50.8,1.7166
8,25,2004,9,1252.0,1168.0,557.0,107.0,1938.0,1352.0,28.1,47.4,1.7753
8,25,2004,10,1151.0,1053.0,623.0,93.0,1835.0,1152.0,30.2,43.2,1.823
8,25,2004,11,1122.0,951.0,687.0,95.0,1729.0,1022.0,31.2,41.9,1.871
8,25,2004,12,1111.0,927.0,707.0,78.0,1715.0,922.0,33.9,36.0,1.8692
8,25,2004,13,1058.0,894.0,736.0,76.0,1648.0,825.0,33.9,34.1,1.7754
8,25,2004,14,972.0,820.0,811.0,66.0,1535.0,630.0,34.4,30.6,1.6402
8,25,2004,15,985.0,826.0,808.0,71.0,1544.0,621.0,35.3,28.5,1.6034
8,25,2004,16,1004.0,814.0,808.0,61.0,1520.0,602.0,36.3,28.3,1.6851
8,25,2004,17,1030.0,897.0,733.0,73.0,1592.0,668.0,35.3,29.4,1.6577
8,25,2004,18,965.0,802.0,821.0,54.0,1504.0,564.0,32.5,34.1,1.6453
8,25,2004,19,987.0,824.0,793.0,53.0,1541.0,581.0,29.1,42.1,1.6695
8,25,2004,20,923.0,811.0,804.0,69.0,1434.0,604.0,27.8,35.6,1.3116
8,25,2004,21,872.0,824.0,853.0,77.0,1346.0,590.0,27.0,30.0,1.0542
8,25,2004,22,939.0,849.0,804.0,83.0,1479.0,650.0,26.3,37.3,1.2555
8,25,2004,23,954.0,855.0,792.0,94.0,1474.0,745.0,25.2,40.8,1.2877
8,26,2004,0,969.0,857.0,753.0,84.0,1485.0,821.0,24.3,43.3,1.2973
8,26,2004,1,882.0,763.0,879.0,55.0,1388.0,656.0,23.3,45.3,1.2794
8,26,2004,2,805.0,637.0,1048.0,35.0,1276.0,520.0,24.1,44.0,1.3034
8,26,2004,4,779.0,560.0,1189.0,31.0,1231.0,487.0,23.0,47.7,1.3232
8,26,2004,5,842.0,640.0,1070.0,45.0,1293.0,595.0,23.7,46.7,1.3501
8,26,2004,6,855.4,691.4,987.8,59.0,1334.6,615.8,23.68,45.4,1.31068
8,26,2004,7,855.4,691.4,987.8,83.0,1334.6,615.8,23.68,45.4,1.31068
8,26,2004,8,855.4,691.4,987.8,90.0,1334.6,615.8,23.68,45.4,1.31068
8,26,2004,9,855.4,691.4,987.8,87.0,1334.6,615.8,23.68,45.4,1.31068
8,26,2004,10,855.4,691.4,987.8,83.0,1334.6,615.8,23.68,45.4,1.31068
8,26,2004,11,855.4,691.4,987.8,71.0,1334.6,615.8,23.68,45.4,1.31068
8,26,2004,12,855.4,691.4,987.8,77.0,1334.6,615.8,23.68,45.4,1.31068
8,26,2004,13,855.4,691.4,987.8,75.0,1334.6,615.8,23.68,45.4,1.31068
8,26,2004,14,855.4,691.4,987.8,52.0,1334.6,615.8,23.68,45.4,1.31068
8,26,2004,15,855.4,691.4,987.8,76.0,1334.6,615.8,23.68,45.4,1.31068
8,26,2004,16,855.4,691.4,987.8,60.0,1334.6,615.8,23.68,45.4,1.31068
8,26,2004,17,855.4,691.4,987.8,99.0,1334.6,615.8,23.68,45.4,1.31068
8,26,2004,18,855.4,691.4,987.8,88.0,1334.6,615.8,23.68,45.4,1.31068
8,26,2004,19,855.4,691.4,987.8,91.0,1334.6,615.8,23.68,45.4,1.31068
8,26,2004,20,855.4,691.4,987.8,91.0,1334.6,615.8,23.68,45.4,1.31068
8,26,2004,21,855.4,691.4,987.8,68.0,1334.6,615.8,23.68,45.4,1.31068
8,26,2004,22,855.4,691.4,987.8,71.0,1334.6,615.8,23.68,45.4,1.31068
8,26,2004,23,855.4,691.4,987.8,49.0,1334.6,615.8,23.68,45.4,1.31068
8,28,2004,0,891.8,786.0,884.3,69.0,1408.2,754.2,25.689999999999998,42.08,1.2782499999999999
8,28,2004,1,891.8,786.0,884.3,58.0,1408.2,754.2,25.689999999999998,42.08,1.2782499999999999
8,28,2004,2,891.8,786.0,884.3,49.0,1408.2,754.2,25.689999999999998,42.08,1.2782499999999999
8,28,2004,4,792.0,621.0,1015.0,56.0,1322.0,714.0,20.0,59.3,1.3681
8,28,2004,5,749.0,559.0,1145.0,33.0,1255.0,584.0,22.5,48.6,1.3077
8,28,2004,6,803.0,676.0,975.0,39.0,1303.0,676.0,19.5,57.0,1.2739
8,28,2004,7,818.0,726.0,921.0,43.0,1330.0,685.0,19.6,56.1,1.2651
8,28,2004,8,932.0,861.0,767.0,62.0,1483.0,894.0,20.7,53.3,1.287
8,28,2004,9,977.0,913.0,744.0,81.0,1512.0,977.0,24.7,41.8,1.2839
8,28,2004,10,1011.0,945.0,733.0,102.0,1570.0,1034.0,29.9,30.5,1.2616
8,28,2004,11,975.0,887.0,829.0,86.0,1478.0,737.0,32.3,27.2,1.2933
8,28,2004,12,958.0,867.0,828.0,37.0,1468.0,660.0,34.3,24.5,1.3021
8,28,2004,13,903.0,805.0,886.0,64.0,1361.0,581.0,33.4,22.5,1.1398
8,31,2004,15,1058.0,1016.0,673.0,101.0,1625.0,832.0,33.8,25.8,1.3338
8,31,2004,16,1040.0,882.0,756.0,71.0,1560.0,635.0,34.5,28.6,1.5393
8,31,2004,17,1093.0,981.0,666.0,82.0,1676.0,733.0,32.7,33.0,1.5987
8,31,2004,18,1184.0,1119.0,594.0,104.0,1806.0,912.0,31.4,35.4,1.5972
8,31,2004,19,1180.0,1121.0,568.0,105.0,1816.0,947.0,27.7,43.5,1.592
8,31,2004,20,1079.0,988.0,633.0,87.0,1694.0,899.0,26.2,47.8,1.5979
8,31,2004,21,1095.0,1032.0,621.0,98.0,1730.0,984.0,25.7,48.7,1.5825
8,31,2004,22,1073.0,1009.0,639.0,105.0,1655.0,955.0,25.2,50.1,1.58
8,31,2004,23,1063.0,991.0,655.0,104.0,1672.0,966.0,24.4,53.4,1.6031
9,1,2004,0,1046.0,960.0,671.0,96.0,1637.0,899.0,23.7,55.4,1.6031
9,1,2004,1,953.0,858.0,742.0,79.0,1544.0,780.0,22.8,58.5,1.5992
9,1,2004,2,864.0,673.0,947.0,61.0,1412.0,636.0,22.8,58.5,1.5985
9,1,2004,4,838.0,639.0,963.0,48.0,1391.0,596.0,20.8,64.9,1.571
9,1,2004,5,913.0,728.0,802.0,63.0,1418.0,887.0,19.7,66.8,1.5184
9,1,2004,6,1039.0,921.0,687.0,92.0,1556.0,1115.0,19.8,64.3,1.4678
9,1,2004,7,1252.0,1320.0,499.0,99.0,2001.0,1374.0,20.6,62.3,1.4915
9,1,2004,8,1410.0,1669.0,393.0,117.0,2555.0,1644.0,23.2,54.0,1.5143
9,1,2004,9,1217.0,1261.0,533.0,142.0,1941.0,1375.0,26.3,43.1,1.4542
9,1,2004,10,1114.0,1077.0,633.0,121.0,1705.0,1199.0,29.1,35.4,1.4008
9,1,2004,11,1026.0,1020.0,689.0,122.0,1603.0,992.0,30.0,31.6,1.3176
9,1,2004,12,1051.0,1094.0,646.0,108.0,1675.0,966.0,32.4,26.3,1.2594
9,1,2004,13,1027.0,1024.0,700.0,80.0,1588.0,814.0,31.3,29.1,1.3054
9,1,2004,14,996.0,992.0,722.0,93.0,1580.0,727.0,31.1,28.6,1.2718
9,1,2004,15,1028.0,1060.0,686.0,108.0,1601.0,806.0,33.3,24.4,1.232
9,1,2004,16,1030.0,1060.0,705.0,118.0,1588.0,852.0,35.5,21.2,1.2022
9,1,2004,17,1133.0,1280.0,595.0,149.0,1791.0,1093.0,34.6,22.0,1.189
9,1,2004,18,1180.0,1339.0,567.0,171.0,1868.0,1211.0,33.3,23.6,1.1842
9,1,2004,19,1261.0,1446.0,528.0,154.0,2061.0,1346.0,30.0,28.5,1.1896
9,1,2004,20,1093.0,1133.0,599.0,122.0,1708.0,1200.0,28.0,33.0,1.2264
9,1,2004,21,1068.0,1029.0,650.0,126.0,1612.0,1192.0,27.2,37.4,1.3279
9,1,2004,22,1031.0,958.0,700.0,121.0,1560.0,1074.0,26.6,39.9,1.3657
9,1,2004,23,1055.0,1037.0,635.0,125.0,1632.0,1161.0,25.3,41.7,1.3247
